Annee,AgeQ80,Sexe,PartPopulationMoyenne
2001,15-19 ans,2,0.103630365360848
2001,20-24 ans,1,-0.0795165162589817
2001,20-24 ans,2,0.08036202231359
2001,25-29 ans,1,-0.0812076820393962
2001,25-29 ans,2,0.082581969454008
2001,30-34 ans,1,-0.0871706062719084
2001,30-34 ans,2,0.0870238976800797
2001,35-39 ans,1,-0.0818425885058566
2001,35-39 ans,2,0.0813290744671811
2001,40-44 ans,1,-0.0660549405994786
2001,40-44 ans,2,0.0642974988634639
2001,45-49 ans,1,-0.0578780882815808
2001,45-49 ans,2,0.0558805331078558
2001,50-54 ans,1,-0.0419650830269279
2001,50-54 ans,2,0.0388299797446938
2001,55-59 ans,1,-0.0350577257495951
2001,55-59 ans,2,0.0328099048159847
2001,60-64 ans,1,-0.0265073840377627
2001,60-64 ans,2,0.0255996950021772
2001,65-69 ans,1,-0.0200483878861461
2001,65-69 ans,2,0.0194691758922571
2001,70-74 ans,1,-0.0122964822157636
2001,70-74 ans,2,0.0129855810776616
2001,75-79 ans,1,-0.00665376897756749
2001,75-79 ans,2,0.00882975541867743
2001,80 ans et plus,1,-0.00407422157905395
2001,80 ans et plus,2,0.00765000988764758
